01:10:49 - 01:10:52unnecessarily,01:10:49,unnecessarily
01:10:52 - 01:10:59either sir oh yeah yeah yeah yeah I&#39;m,01:10:52,either sir oh yeah yeah yeah yeah I&#39;m
01:10:55 - 01:11:00I&#39;m saying I&#39;m saying I&#39;m saying what,01:10:55,I&#39;m saying I&#39;m saying I&#39;m saying what
01:10:59 - 01:11:03what do they say when a guy shoots the,01:10:59,what do they say when a guy shoots the
01:11:00 - 01:11:06air ball in the NBA they say air ball to,01:11:00,air ball in the NBA they say air ball to
01:11:03 - 01:11:08make sure everybody knows but again he,01:11:03,make sure everybody knows but again he
01:11:06 - 01:11:10still got to get back on D right like,01:11:06,still got to get back on D right like
01:11:08 - 01:11:12the game didn&#39;t end he don&#39;t get to,01:11:08,the game didn&#39;t end he don&#39;t get to
01:11:10 - 01:11:14throw his hands up and sulk right that&#39;s,01:11:10,throw his hands up and sulk right that&#39;s
01:11:12 - 01:11:16supposed to be used as a learning,01:11:12,supposed to be used as a learning
01:11:14 - 01:11:18experience most comedians don&#39;t get,01:11:14,experience most comedians don&#39;t get
01:11:16 - 01:11:21booed,01:11:16,booed
01:11:18 - 01:11:23enough I mean this is how you end up,01:11:18,enough I mean this is how you end up
01:11:21 - 01:11:26with a Michael blackon who&#39;s a real,01:11:21,with a Michael blackon who&#39;s a real
01:11:23 - 01:11:29doing a fake African ACC,01:11:23,doing a fake African ACC
01:11:26 - 01:11:30okay this guy is mad at me all I did was,01:11:26,okay this guy is mad at me all I did was
01:11:29 - 01:11:33give him the best advice of his life,01:11:29,give him the best advice of his life
01:11:30 - 01:11:35remember he was wearing dirty the Shiki,01:11:30,remember he was wearing dirty the Shiki
01:11:33 - 01:11:37and I told him he needed to dress to be,01:11:33,and I told him he needed to dress to be
01:11:35 - 01:11:39in the position that he&#39;s trying to say,01:11:35,in the position that he&#39;s trying to say
01:11:37 - 01:11:41that he&#39;s in and if you&#39;re the African,01:11:37,that he&#39;s in and if you&#39;re the African
01:11:39 - 01:11:44king of comedy sir there&#39;s actually,01:11:39,king of comedy sir there&#39;s actually
01:11:41 - 01:11:46comedians in Africa doing comedy if you,01:11:41,comedians in Africa doing comedy if you
01:11:44 - 01:11:48going to say that you got to go to,01:11:44,going to say that you got to go to
01:11:46 - 01:11:50Africa and get a school dude everybody,01:11:46,Africa and get a school dude everybody
01:11:48 - 01:11:53got you you got to put in some work and,01:11:48,got you you got to put in some work and
01:11:50 - 01:11:56these guys they take my advice they,01:11:50,these guys they take my advice they
01:11:53 - 01:11:59change their whole Persona and and then,01:11:53,change their whole Persona and and then
01:11:56 - 01:12:02they hate me for it and generally I&#39;m,01:11:56,they hate me for it and generally I&#39;m
01:11:59 - 01:12:04just too big to comment or make a,01:11:59,just too big to comment or make a
01:12:02 - 01:12:07statement about it or do a live or any,01:12:02,statement about it or do a live or any
01:12:04 - 01:12:10of that but when it gets to be a whole,01:12:04,of that but when it gets to be a whole
01:12:07 - 01:12:10grouping of these guys I got to come and,01:12:07,grouping of these guys I got to come and
01:12:10 - 01:12:13talk to,01:12:10,talk to
01:12:10 - 01:12:16[Laughter],01:12:10,[Laughter]
01:12:13 - 01:12:19Shannon I got to lay it down at the,01:12:13,Shannon I got to lay it down at the
01:12:16 - 01:12:22altar you know every comedian this is,01:12:16,altar you know every comedian this is
01:12:19 - 01:12:25the other side of Kirk Franklin,01:12:19,the other side of Kirk Franklin
01:12:22 - 01:12:28prank,01:12:22,prank
01:12:25 - 01:12:32this is the Reckoning,01:12:25,this is the Reckoning
01:12:28 - 01:12:342024 the Reckoning you are that you know,01:12:28,2024 the Reckoning you are that you know
01:12:32 - 01:12:37every comedian that&#39;s been on my show,01:12:32,every comedian that&#39;s been on my show
01:12:34 - 01:12:38you know you watched every episode cuz,01:12:34,you know you watched every episode cuz
01:12:37 - 01:12:40you know that&#39;s not what you said you,01:12:37,you know that&#39;s not what you said you
01:12:38 - 01:12:42said I know every ComEd you know every,01:12:38,said I know every ComEd you know every
01:12:40 - 01:12:44comedian you&#39;re limiting me oh you,01:12:40,comedian you&#39;re limiting me oh you
01:12:42 - 01:12:50watched every episode because you you,01:12:42,watched every episode because you you
01:12:44 - 01:12:52you know things you know things I,01:12:44,you know things you know things I
01:12:50 - 01:12:54that that&#39;s always where I&#39;m trying to,01:12:50,that that&#39;s always where I&#39;m trying to
01:12:52 - 01:12:56come from whether it&#39;s is comedic or,01:12:52,come from whether it&#39;s is comedic or
01:12:54 - 01:13:00otherwise that&#39;s why even if you see me,01:12:54,otherwise that&#39;s why even if you see me
01:12:56 - 01:13:03get arrested 10 times in a row on TV as,01:12:56,get arrested 10 times in a row on TV as
01:13:00 - 01:13:05a fan of mind you can be like he going,01:13:00,a fan of mind you can be like he going
01:13:03 - 01:13:08to be right,01:13:03,to be right
01:13:05 - 01:13:11out yeah but they just said he ain&#39;t do,01:13:05,out yeah but they just said he ain&#39;t do
01:13:08 - 01:13:13it he couldn&#39;t have it&#39;s,01:13:08,it he couldn&#39;t have it&#39;s
01:13:11 - 01:13:16stupid why would he do something stupid,01:13:11,stupid why would he do something stupid
01:13:13 - 01:13:19knowing he got to come back and talk to,01:13:13,knowing he got to come back and talk to
01:13:16 - 01:13:21us n they they respect that every time,01:13:16,us n they they respect that every time
01:13:19 - 01:13:23it happens I&#39;m Gonna Be Free as a bird,01:13:19,it happens I&#39;m Gonna Be Free as a bird
01:13:21 - 01:13:25sitting out here talking to you about it,01:13:21,sitting out here talking to you about it
01:13:23 - 01:13:26that it really was what I said it was,01:13:23,that it really was what I said it was
01:13:25 - 01:13:29that&#39;s,01:13:25,that&#39;s
01:13:26 - 01:13:33all you end up you come down you&#39;re in,01:13:26,all you end up you come down you&#39;re in
01:13:29 - 01:13:33La yeah now I&#39;m,01:13:29,La yeah now I&#39;m
01:13:33 - 01:13:40reading Cat Williams won Cedric the,01:13:33,reading Cat Williams won Cedric the
01:13:36 - 01:13:43entertainers and haer Bush best best Los,01:13:36,entertainers and haer Bush best best Los
01:13:40 - 01:13:46Angeles comic award did you win that,01:13:40,Angeles comic award did you win that
01:13:43 - 01:13:49award one Cat,01:13:43,award one Cat
01:13:46 - 01:13:51Williams is a simple yes or no it&#39;s not,01:13:46,Williams is a simple yes or no it&#39;s not
01:13:49 - 01:13:52a rhetorical question it&#39;s a question,01:13:49,a rhetorical question it&#39;s a question
01:13:51 - 01:13:54that probably should have been asked to,01:13:51,that probably should have been asked to
01:13:52 - 01:13:56seder the entertainment I&#39;m asking you I,01:13:52,seder the entertainment I&#39;m asking you I
01:13:54 - 01:13:59got you here though I know I couldn&#39;t,01:13:54,got you here though I know I couldn&#39;t
01:13:56 - 01:14:02believe s didn&#39;t get asked that,01:13:56,believe s didn&#39;t get asked that
01:13:59 - 01:14:04question you still a D&#39;s Joker to give a,01:13:59,question you still a D&#39;s Joker to give a
01:14:02 - 01:14:06award and then 10 years later you don&#39;t,01:14:02,award and then 10 years later you don&#39;t
01:14:04 - 01:14:06know nothing about,01:14:04,know nothing about
01:14:09 - 01:14:17it hey but I but I promise you this what,01:14:09,it hey but I but I promise you this what
01:14:13 - 01:14:19if he sees me again before he sees you,01:14:13,if he sees me again before he sees you
01:14:17 - 01:14:21he&#39;ll be talking different when you see,01:14:17,he&#39;ll be talking different when you see
01:14:19 - 01:14:23it that&#39;s for certain that&#39;s the,01:14:19,it that&#39;s for certain that&#39;s the
01:14:21 - 01:14:23difference that&#39;s what these Comics,01:14:21,difference that&#39;s what these Comics
01:14:23 - 01:14:25understand,01:14:23,understand
01:14:23 - 01:14:27is that I&#39;m not doing nothing for clout,01:14:23,is that I&#39;m not doing nothing for clout
01:14:25 - 01:14:29I don&#39;t even recognize,01:14:25,I don&#39;t even recognize
01:14:27 - 01:14:32clout but eventually the Lord is going,01:14:27,clout but eventually the Lord is going
01:14:29 - 01:14:36to let me and you be in one,01:14:29,to let me and you be in one
01:14:32 - 01:14:36hallway a lot of these dudes,01:14:32,hallway a lot of these dudes
01:14:37 - 01:14:42go Kevin Harden went 25 years without,01:14:37,go Kevin Harden went 25 years without
01:14:40 - 01:14:44ever being in the same building with me,01:14:40,ever being in the same building with me
01:14:42 - 01:14:46at the same time if I go in the building,01:14:42,at the same time if I go in the building
01:14:44 - 01:14:50he walk out you&#39;ve never seen us in the,01:14:44,he walk out you&#39;ve never seen us in the
01:14:46 - 01:14:55same building ever in 25 years like it&#39;s,01:14:46,same building ever in 25 years like it&#39;s
01:14:50 - 01:14:58like that why why because I&#39;m really the,01:14:50,like that why why because I&#39;m really the
01:14:55 - 01:15:01product it&#39;s not what you think I am,01:14:55,product it&#39;s not what you think I am
01:14:58 - 01:15:05never under the influence of anything,01:14:58,never under the influence of anything
01:15:01 - 01:15:08I&#39;m always in my right mind I&#39;m always a,01:15:01,I&#39;m always in my right mind I&#39;m always a
01:15:05 - 01:15:11physical specimen and when you see me,01:15:05,physical specimen and when you see me
01:15:08 - 01:15:15I&#39;m much much bigger than you had,01:15:08,I&#39;m much much bigger than you had
01:15:11 - 01:15:18thought I have far less play in me than,01:15:11,thought I have far less play in me than
01:15:15 - 01:15:21you would like and I&#39;m Relentless I&#39;m,01:15:15,you would like and I&#39;m Relentless I&#39;m
01:15:18 - 01:15:24out there I&#39;m still to this day I play,01:15:18,out there I&#39;m still to this day I play
01:15:21 - 01:15:2911 games of basketball with a 20 year,01:15:21,11 games of basketball with a 20 year
01:15:24 - 01:15:32old the record is 92 and,01:15:24,old the record is 92 and
01:15:29 - 01:15:36six this is just in the yard just to the,01:15:29,six this is just in the yard just to the
01:15:32 - 01:15:37rack just cuz you work out C I mean know,01:15:32,rack just cuz you work out C I mean know
01:15:36 - 01:15:39you work out cat not to the gym you,01:15:36,you work out cat not to the gym you
01:15:37 - 01:15:42don&#39;t work out in the gym you pushups,01:15:37,don&#39;t work out in the gym you pushups
01:15:39 - 01:15:45situps I my whole life it was um it was,01:15:39,situps I my whole life it was um it was
01:15:42 - 01:15:48just push-ups and situps only I would do,01:15:42,just push-ups and situps only I would do
01:15:45 - 01:15:50like um 100 push-ups a day just I,01:15:45,like um 100 push-ups a day just I
01:15:48 - 01:15:52thought you were going to say a thousand,01:15:48,thought you were going to say a thousand
01:15:50 - 01:15:55no no no because this is literally every,01:15:50,no no no because this is literally every
01:15:52 - 01:15:57day right is not for the yeah for the,01:15:52,day right is not for the yeah for the
01:15:55 - 01:15:59gram you know what I mean like literally,01:15:55,gram you know what I mean like literally
01:15:57 - 01:16:02100 a day and I would do push-ups and,01:15:57,100 a day and I would do push-ups and
01:15:59 - 01:16:04then I tore both my rotator cuffs and so,01:15:59,then I tore both my rotator cuffs and so
01:16:02 - 01:16:08it was only thanks to golf that I was,01:16:02,it was only thanks to golf that I was
01:16:04 - 01:16:10even able to get myf back I&#39;ve been a,01:16:04,even able to get myf back I&#39;ve been a
01:16:08 - 01:16:13golfer for quite some time my short game,01:16:08,golfer for quite some time my short game
01:16:10 - 01:16:16is impeccable I I I can&#39;t get you but,01:16:10,is impeccable I I I can&#39;t get you but
01:16:13 - 01:16:19but twoing some change off of the um te,01:16:13,but twoing some change off of the um te
01:16:16 - 01:16:21off the te but I&#39;m still I&#39;m I&#39;m I&#39;m,01:16:16,off the te but I&#39;m still I&#39;m I&#39;m I&#39;m
01:16:19 - 01:16:24still coming in for par,01:16:19,still coming in for par
01:16:21 - 01:16:28guaranteed you playing for,01:16:21,guaranteed you playing for
01:16:24 - 01:16:31tips uh no i&#39; I found that you don&#39;t get,01:16:24,tips uh no i&#39; I found that you don&#39;t get
01:16:28 - 01:16:34anything for that it seems like it seems,01:16:28,anything for that it seems like it seems
01:16:31 - 01:16:36very ego maniacal they go hey cat for,01:16:31,very ego maniacal they go hey cat for
01:16:34 - 01:16:39free you can go further,01:16:34,free you can go further
01:16:36 - 01:16:42back hey what wait a minute does it,01:16:36,back hey what wait a minute does it
01:16:39 - 01:16:45still count the same hey I&#39;m up at the,01:16:39,still count the same hey I&#39;m up at the
01:16:42 - 01:16:49ladies tea don&#39;t tell me my,01:16:42,ladies tea don&#39;t tell me my
01:16:45 - 01:16:53pronouns on the golf course I&#39;m she her,01:16:45,pronouns on the golf course I&#39;m she her
01:16:49 - 01:16:54him them and they whoever who at the,01:16:49,him them and they whoever who at the
01:16:53 - 01:16:56front,01:16:53,front
01:16:54 - 01:16:58te we&#39;re I know we&#39;re joking we&#39;re,01:16:54,te we&#39;re I know we&#39;re joking we&#39;re
01:16:56 - 01:17:00having a great conversation but you did,01:16:56,having a great conversation but you did
01:16:58 - 01:17:03win the award how did the award help,01:16:58,win the award how did the award help
01:17:00 - 01:17:06your career it had to help some cat nope,01:17:00,your career it had to help some cat nope
01:17:03 - 01:17:08no come on C I didn&#39;t remember it it,01:17:03,no come on C I didn&#39;t remember it it
01:17:06 - 01:17:11happened to you just said it SE how can,01:17:06,happened to you just said it SE how can
01:17:08 - 01:17:13Cedric give you an award that was worth,01:17:08,Cedric give you an award that was worth
01:17:11 - 01:17:16something everything Cedric and Ricky,01:17:11,something everything Cedric and Ricky
01:17:13 - 01:17:17Smiley ever been in got cancelled for,01:17:13,Smiley ever been in got cancelled for
01:17:16 - 01:17:20not being,01:17:16,not being
01:17:17 - 01:17:23funny Ricky sat here and told you that,01:17:17,funny Ricky sat here and told you that
01:17:20 - 01:17:26they cut him out of every movie he did,01:17:20,they cut him out of every movie he did
01:17:23 - 01:17:26they always had a reason,01:17:23,they always had a reason
01:17:29 - 01:17:34like that&#39;s why I&#39;m funny cuz I&#39;m a,01:17:29,like that&#39;s why I&#39;m funny cuz I&#39;m a
01:17:31 - 01:17:35happy person I laugh all day long I,01:17:31,happy person I laugh all day long I
01:17:34 - 01:17:39can&#39;t even,01:17:34,can&#39;t even
01:17:35 - 01:17:39imagine the misery of these,01:17:35,imagine the misery of these
01:17:41 - 01:17:46bumps just to not be good at what you do,01:17:41,bumps just to not be good at what you do
01:17:44 - 01:17:47not work hard at what you do but have to,01:17:44,not work hard at what you do but have to
01:17:46 - 01:17:50act like you&#39;re the best that what you,01:17:46,act like you&#39;re the best that what you
01:17:47 - 01:17:52do it is crazy it&#39;s crazy but they be,01:17:47,do it is crazy it&#39;s crazy but they be
01:17:50 - 01:17:56touring they they they be doing like,01:17:50,touring they they they be doing like
01:17:52 - 01:17:56aund shows year that&#39;s,01:17:52,aund shows year that&#39;s
01:17:56 - 01:18:01me I don&#39;t run into none of,01:17:56,me I don&#39;t run into none of
01:17:59 - 01:18:03them that&#39;s what I&#39;m saying if you a fa,01:17:59,them that&#39;s what I&#39;m saying if you a fa
01:18:01 - 01:18:05on love fan you mean you&#39;ve been a fan,01:18:01,on love fan you mean you&#39;ve been a fan
01:18:03 - 01:18:07of him for 32 years you still waiting on,01:18:03,of him for 32 years you still waiting on
01:18:05 - 01:18:09him to do his first special you mean to,01:18:05,him to do his first special you mean to
01:18:07 - 01:18:10tell me if Steve Harvey your favorite,01:18:07,tell me if Steve Harvey your favorite
01:18:09 - 01:18:13comedian you mean you&#39;ve been waiting,01:18:09,comedian you mean you&#39;ve been waiting
01:18:10 - 01:18:17for him to do stand up for 15 years,01:18:10,for him to do stand up for 15 years
01:18:13 - 01:18:20now I mean Steve got got a lot of other,01:18:13,now I mean Steve got got a lot of other
01:18:17 - 01:18:23DL still out there none of those irons,01:18:17,DL still out there none of those irons
01:18:20 - 01:18:25matter to stand up who cares that they,01:18:20,matter to stand up who cares that they
01:18:23 - 01:18:28wrote a plaque card for you to do Family,01:18:23,wrote a plaque card for you to do Family
01:18:25 - 01:18:30Feud on like you&#39;re you&#39;re successful,01:18:25,Feud on like you&#39;re you&#39;re successful
01:18:28 - 01:18:32because we&#39;re surprised you can talk for,01:18:28,because we&#39;re surprised you can talk for
01:18:30 - 01:18:34a living and it&#39;s entertaining that you,01:18:30,a living and it&#39;s entertaining that you
01:18:32 - 01:18:39going to say some funny country,01:18:32,going to say some funny country
01:18:34 - 01:18:43things but not a writer right not a,01:18:34,things but not a writer right not a
01:18:39 - 01:18:46writer how did you develop Money Mike,01:18:39,writer how did you develop Money Mike
01:18:43 - 01:18:49and get it I mean that I mean everybody,01:18:43,and get it I mean that I mean everybody
01:18:46 - 01:18:51Talk Money Mike is how how did you come,01:18:46,Talk Money Mike is how how did you come
01:18:49 - 01:18:53up with that and say you know what this,01:18:49,up with that and say you know what this
01:18:51 - 01:18:55is how he should dress this is how how,01:18:51,is how he should dress this is how how
01:18:53 - 01:18:57he should talk this is how he should,01:18:53,he should talk this is how he should
01:18:55 - 01:18:59look this is the kind of whip he should,01:18:55,look this is the kind of whip he should
01:18:57 - 01:19:02ride this is how he should,01:18:57,ride this is how he should
01:18:59 - 01:19:04talk so if you&#39;ll remember that that was,01:18:59,talk so if you&#39;ll remember that that was
01:19:02 - 01:19:07my first movie just understand that what,01:19:02,my first movie just understand that what
01:19:04 - 01:19:09I did then I&#39;ve done with every single,01:19:04,I did then I&#39;ve done with every single
01:19:07 - 01:19:11role whether it was an Emmy winning role,01:19:07,role whether it was an Emmy winning role
01:19:09 - 01:19:13or whether it wasn&#39;t whether I was,01:19:09,or whether it wasn&#39;t whether I was
01:19:11 - 01:19:15playing somebody,01:19:11,playing somebody
01:19:13 - 01:19:19homeless whether I was playing a dirty,01:19:13,homeless whether I was playing a dirty
01:19:15 - 01:19:22Vagabond on Atlanta whether it was an,01:19:15,Vagabond on Atlanta whether it was an
01:19:19 - 01:19:25Ecentric guy in first Sunday regardless,01:19:19,Ecentric guy in first Sunday regardless
01:19:22 - 01:19:27of what the role is the first thing I do,01:19:22,of what the role is the first thing I do
01:19:25 - 01:19:30is Erase Me from it okay so anything,01:19:25,is Erase Me from it okay so anything
01:19:27 - 01:19:32that I would naturally do MH that&#39;s what,01:19:27,that I would naturally do MH that&#39;s what
01:19:30 - 01:19:34I&#39;m not going to do because I&#39;m playing,01:19:30,I&#39;m not going to do because I&#39;m playing
01:19:32 - 01:19:38a different charactera play a character,01:19:32,a different charactera play a character
01:19:34 - 01:19:41okay right so I then create this person,01:19:34,okay right so I then create this person
01:19:38 - 01:19:43based upon real life circumstances so I,01:19:38,based upon real life circumstances so I
01:19:41 - 01:19:45don&#39;t have to wonder what a pimp thinks,01:19:41,don&#39;t have to wonder what a pimp thinks
01:19:43 - 01:19:48cuz I&#39;ve been in that position for a,01:19:43,cuz I&#39;ve been in that position for a
01:19:45 - 01:19:50little while I also worked manual labor,01:19:45,little while I also worked manual labor
01:19:48 - 01:19:53for some time in my life so I don&#39;t have,01:19:48,for some time in my life so I don&#39;t have
01:19:50 - 01:19:55a problem paying somebody that works and,01:19:50,a problem paying somebody that works and
01:19:53 - 01:19:57I don&#39;t have a problem uh being a,01:19:53,I don&#39;t have a problem uh being a
01:19:55 - 01:20:00go-getter cuz I&#39;m a go-getter so I bring,01:19:55,go-getter cuz I&#39;m a go-getter so I bring
01:19:57 - 01:20:01whatever I can to these characters I was,01:19:57,whatever I can to these characters I was
01:20:00 - 01:20:04able,01:20:00,able
01:20:01 - 01:20:04to,01:20:01,to
01:20:04 - 01:20:11um the first week that I got the script,01:20:04,um the first week that I got the script
01:20:08 - 01:20:13there was a a pimp guy that used to be a,01:20:08,there was a a pimp guy that used to be a
01:20:11 - 01:20:16pimp but he wasn&#39;t anymore he was a,01:20:11,pimp but he wasn&#39;t anymore he was a
01:20:13 - 01:20:19rapper now and his name was M Minister,01:20:13,rapper now and his name was M Minister
01:20:16 - 01:20:21and he um had been a pimp and was going,01:20:16,and he um had been a pimp and was going
01:20:19 - 01:20:24to be a rapper and,01:20:19,to be a rapper and
01:20:21 - 01:20:26I had never done a movie before I was a,01:20:21,I had never done a movie before I was a
01:20:24 - 01:20:30standup and I&#39;m getting ready to do the,01:20:24,standup and I&#39;m getting ready to do the
01:20:26 - 01:20:32movie and so I was able to craft what a,01:20:26,movie and so I was able to craft what a
01:20:30 - 01:20:35real pimp was like what was too much I,01:20:30,real pimp was like what was too much I
01:20:32 - 01:20:38didn&#39;t want to be stereotypical right I,01:20:32,didn&#39;t want to be stereotypical right I
01:20:35 - 01:20:40I I did the research I saw how many,01:20:35,I I did the research I saw how many
01:20:38 - 01:20:42times people played pimps and they were,01:20:38,times people played pimps and they were
01:20:40 - 01:20:44always it was always something weird,01:20:40,always it was always something weird
01:20:42 - 01:20:46about them I guess cuz it&#39;s a weird job,01:20:42,about them I guess cuz it&#39;s a weird job
01:20:44 - 01:20:48you know what I mean and I wanted,01:20:44,you know what I mean and I wanted
01:20:46 - 01:20:51somebody that didn&#39;t seem like none of,01:20:46,somebody that didn&#39;t seem like none of
01:20:48 - 01:20:53that that he really thought it was a,01:20:48,that that he really thought it was a
01:20:51 - 01:20:56business and treated it like that and so,01:20:51,business and treated it like that and so
01:20:53 - 01:20:59you know those adding those levels to,01:20:53,you know those adding those levels to
01:20:56 - 01:21:02acting is what all actors do if they&#39;re,01:20:56,acting is what all actors do if they&#39;re
01:20:59 - 01:21:05not Steve or Cedric or Ricky like you&#39;re,01:20:59,not Steve or Cedric or Ricky like you&#39;re
01:21:02 - 01:21:08trying to create a character you don&#39;t,01:21:02,trying to create a character you don&#39;t
01:21:05 - 01:21:10you can&#39;t just be faas on in every movie,01:21:05,you can&#39;t just be faas on in every movie
01:21:08 - 01:21:13like you just going to take your shirt,01:21:08,like you just going to take your shirt
01:21:10 - 01:21:15off on every movie like why does it say,01:21:10,off on every movie like why does it say
01:21:13 - 01:21:19that in your script man let Big Worm,01:21:13,that in your script man let Big Worm
01:21:15 - 01:21:24live let him breathe cat let big let let,01:21:15,live let him breathe cat let big let let
01:21:19 - 01:21:24Big Worm breathe sto him out now,01:21:19,Big Worm breathe sto him out now
01:21:28 - 01:21:33you having an unnatural allegiance to,01:21:28,you having an unnatural allegiance to
01:21:31 - 01:21:35losers is not like you no I ain&#39;t got no,01:21:31,losers is not like you no I ain&#39;t got no
01:21:33 - 01:21:37allegiance to the man but you got to,01:21:33,allegiance to the man but you got to
01:21:35 - 01:21:39admit the role that he played big I mean,01:21:35,admit the role that he played big I mean
01:21:37 - 01:21:41big Perman Friday night you got to give,01:21:37,big Perman Friday night you got to give
01:21:39 - 01:21:43him credit for the road now come on now,01:21:39,him credit for the road now come on now
01:21:41 - 01:21:45let me ask you a question yes if what,01:21:41,let me ask you a question yes if what
01:21:43 - 01:21:47you&#39;re saying is correct why wasn&#39;t he,01:21:43,you&#39;re saying is correct why wasn&#39;t he
01:21:45 - 01:21:50in next Friday or Friday After Next I,01:21:45,in next Friday or Friday After Next I
01:21:47 - 01:21:53mean his role I mean it wasn&#39;t,01:21:47,mean his role I mean it wasn&#39;t
01:21:50 - 01:21:55good sorry there was a lot of people,01:21:50,good sorry there was a lot of people
01:21:53 - 01:21:56that didn&#39;t that appeared in the first,01:21:53,that didn&#39;t that appeared in the first
01:21:55 - 01:21:58one that weren&#39;t in the second one cat,01:21:55,one that weren&#39;t in the second one cat
01:21:56 - 01:22:01I&#39;m just telling you,01:21:56,I&#39;m just telling you
01:21:58 - 01:22:02why I&#39;m sorry I&#39;m sorry that it&#39;s a,01:21:58,why I&#39;m sorry I&#39;m sorry that it&#39;s a
01:22:01 - 01:22:05there a news flash that there are,01:22:01,there a news flash that there are
01:22:02 - 01:22:10reasons for things in a business yes oh,01:22:02,reasons for things in a business yes oh
01:22:05 - 01:22:13okay well what would you why would you,01:22:05,okay well what would you why would you
01:22:10 - 01:22:15why why did you bench DLo he had two,01:22:10,why why did you bench DLo he had two
01:22:13 - 01:22:19points what are you talking about shut,01:22:13,points what are you talking about shut
01:22:15 - 01:22:20up but I like him nobody cares about,01:22:15,up but I like him nobody cares about
01:22:19 - 01:22:22that that&#39;s not what we&#39;re talking about,01:22:19,that that&#39;s not what we&#39;re talking about
01:22:20 - 01:22:26these are business conversations that,01:22:20,these are business conversations that
01:22:22 - 01:22:28deal with businessmen right right when,01:22:22,deal with businessmen right right when
01:22:26 - 01:22:30you&#39;re good at something you should,01:22:26,you&#39;re good at something you should
01:22:28 - 01:22:32progress the guys that are not as good,01:22:28,progress the guys that are not as good
01:22:30 - 01:22:34they should fall down by the wayside,01:22:30,they should fall down by the wayside
01:22:32 - 01:22:36that&#39;s natural there where they so you,01:22:32,that&#39;s natural there where they so you
01:22:34 - 01:22:39believe if your talent doesn&#39;t support,01:22:34,believe if your talent doesn&#39;t support
01:22:36 - 01:22:41it you should fall by the way size and,01:22:36,it you should fall by the way size and
01:22:39 - 01:22:43the guys that have the talent and they,01:22:39,the guys that have the talent and they
01:22:41 - 01:22:45get elevated they should move no that&#39;s,01:22:41,get elevated they should move no that&#39;s
01:22:43 - 01:22:47what water says that&#39;s what the universe,01:22:43,what water says that&#39;s what the universe
01:22:45 - 01:22:50say the universe say the,01:22:45,say the universe say the
01:22:47 - 01:22:53levels they every no I don&#39;t not I say,01:22:47,levels they every no I don&#39;t not I say
01:22:50 - 01:22:56who am I I&#39;m nobody,01:22:50,who am I I&#39;m nobody
01:22:53 - 01:22:59but I&#39;m working every day as if I think,01:22:53,but I&#39;m working every day as if I think
01:22:56 - 01:23:01that&#39;s what should happen is how it,01:22:56,that&#39;s what should happen is how it
01:22:59 - 01:23:03should be and I&#39;m choosing comedians,01:22:59,should be and I&#39;m choosing comedians
01:23:01 - 01:23:06that also write and work hard and don&#39;t,01:23:01,that also write and work hard and don&#39;t
01:23:03 - 01:23:09steal other people&#39;s material and I&#39;m,01:23:03,steal other people&#39;s material and I&#39;m
01:23:06 - 01:23:09making sure that they all make,01:23:06,making sure that they all make
"01:23:09 - 01:23:15$300,000 a season and I&#39;m making sure",01:23:09,"$300,000 a season and I&#39;m making sure"
01:23:12 - 01:23:17that they&#39;re not ever signed to me or my,01:23:12,that they&#39;re not ever signed to me or my
01:23:15 - 01:23:20conglomerate and that&#39;s why they&#39;re,01:23:15,conglomerate and that&#39;s why they&#39;re
01:23:17 - 01:23:23successful no you can work with me and,01:23:17,successful no you can work with me and
01:23:20 - 01:23:25still be an independent businessman boss,01:23:20,still be an independent businessman boss
01:23:23 - 01:23:27owner like you came in right I don&#39;t,01:23:23,owner like you came in right I don&#39;t
01:23:25 - 01:23:31need you to be subservient to me that&#39;s,01:23:25,need you to be subservient to me that&#39;s
01:23:27 - 01:23:31those other guys that make you pay,01:23:27,those other guys that make you pay
01:23:32 - 01:23:37dues you said earlier that you rewrote a,01:23:32,dues you said earlier that you rewrote a
01:23:35 - 01:23:40lot of what Money Mike was to say and,01:23:35,lot of what Money Mike was to say and
01:23:37 - 01:23:42how he behaved so they allowed you the,01:23:37,how he behaved so they allowed you the
01:23:40 - 01:23:45the the the freedom the Liberty to add,01:23:40,the the the freedom the Liberty to add
01:23:42 - 01:23:47Li how much would they allow you to just,01:23:42,Li how much would they allow you to just
01:23:45 - 01:23:50make an interception if it didn&#39;t nobody,01:23:45,make an interception if it didn&#39;t nobody
01:23:47 - 01:23:52talk about it as a football player if,01:23:47,talk about it as a football player if
01:23:50 - 01:23:53the ball come your way can you just grab,01:23:50,the ball come your way can you just grab
01:23:52 - 01:23:55it,01:23:52,it
01:23:53 - 01:23:57can you make an interception anytime are,01:23:53,can you make an interception anytime are
01:23:55 - 01:23:59you allowed to pick up any fumble are,01:23:55,you allowed to pick up any fumble are
01:23:57 - 01:24:03you you can do any hustling right oh,01:23:57,you you can do any hustling right oh
01:23:59 - 01:24:05okay same here same here but here&#39;s the,01:23:59,okay same here same here but here&#39;s the
01:24:03 - 01:24:07thing though even as a even as an,01:24:03,thing though even as a even as an
01:24:05 - 01:24:09offensive player they might let me add,01:24:05,offensive player they might let me add
01:24:07 - 01:24:11live once I get a couple of years into,01:24:07,live once I get a couple of years into
01:24:09 - 01:24:13my breath they weren letting me add Li,01:24:09,my breath they weren letting me add Li
